#node_type,node_name,id,central_object,altitude,inclination,eccentricity,right_ascension_of_the_ascending_node,argument_of_perigee,mean_anomaly,rules
#Earth constellation
Orbiter,c2o48,2048,Mars,500.0,45.0,0.0,90.0,0.0,337.5,localPlanetOnly
Orbiter,c2o49,2049,Mars,500.0,45.0,0.0,135.0,0.0,0.0,localPlanetOnly
Orbiter,c2o50,2050,Mars,500.0,45.0,0.0,135.0,0.0,22.5,localPlanetOnly
Orbiter,c2o51,2051,Mars,500.0,45.0,0.0,135.0,0.0,45.0,localPlanetOnly
Orbiter,c2o52,2052,Mars,500.0,45.0,0.0,135.0,0.0,67.5,localPlanetOnly
Orbiter,c2o53,2053,Mars,500.0,45.0,0.0,135.0,0.0,90.0,localPlanetOnly
Orbiter,c2o54,2054,Mars,500.0,45.0,0.0,135.0,0.0,112.5,localPlanetOnly
Orbiter,c2o55,2055,Mars,500.0,45.0,0.0,135.0,0.0,135.0,localPlanetOnly
Orbiter,c2o56,2056,Mars,500.0,45.0,0.0,135.0,0.0,157.5,localPlanetOnly
Orbiter,c2o57,2057,Mars,500.0,45.0,0.0,135.0,0.0,180.0,localPlanetOnly
Orbiter,c2o58,2058,Mars,500.0,45.0,0.0,135.0,0.0,202.5,localPlanetOnly
Orbiter,c2o59,2059,Mars,500.0,45.0,0.0,135.0,0.0,225.0,localPlanetOnly
Orbiter,c2o60,2060,Mars,500.0,45.0,0.0,135.0,0.0,247.5,localPlanetOnly
Orbiter,c2o61,2061,Mars,500.0,45.0,0.0,135.0,0.0,270.0,localPlanetOnly
Orbiter,c2o62,2062,Mars,500.0,45.0,0.0,135.0,0.0,292.5,localPlanetOnly
Orbiter,c2o63,2063,Mars,500.0,45.0,0.0,135.0,0.0,315.0,localPlanetOnly
Orbiter,c2o64,2064,Mars,500.0,45.0,0.0,135.0,0.0,337.5,localPlanetOnly
Orbiter,c2o65,2065,Mars,500.0,45.0,0.0,180.0,0.0,0.0,localPlanetOnly
Orbiter,c2o66,2066,Mars,500.0,45.0,0.0,180.0,0.0,22.5,localPlanetOnly
Orbiter,c2o67,2067,Mars,500.0,45.0,0.0,180.0,0.0,45.0,localPlanetOnly
Orbiter,c2o68,2068,Mars,500.0,45.0,0.0,180.0,0.0,67.5,localPlanetOnly
Orbiter,c2o69,2069,Mars,500.0,45.0,0.0,180.0,0.0,90.0,localPlanetOnly
Orbiter,c2o70,2070,Mars,500.0,45.0,0.0,180.0,0.0,112.5,localPlanetOnly
Orbiter,c2o71,2071,Mars,500.0,45.0,0.0,180.0,0.0,135.0,localPlanetOnly
Orbiter,c2o72,2072,Mars,500.0,45.0,0.0,180.0,0.0,157.5,localPlanetOnly
Orbiter,c2o73,2073,Mars,500.0,45.0,0.0,180.0,0.0,180.0,localPlanetOnly
Orbiter,c2o74,2074,Mars,500.0,45.0,0.0,180.0,0.0,202.5,localPlanetOnly
Orbiter,c2o75,2075,Mars,500.0,45.0,0.0,180.0,0.0,225.0,localPlanetOnly
Orbiter,c2o76,2076,Mars,500.0,45.0,0.0,180.0,0.0,247.5,localPlanetOnly
Orbiter,c2o77,2077,Mars,500.0,45.0,0.0,180.0,0.0,270.0,localPlanetOnly
Orbiter,c2o78,2078,Mars,500.0,45.0,0.0,180.0,0.0,292.5,localPlanetOnly
Orbiter,c2o79,2079,Mars,500.0,45.0,0.0,180.0,0.0,315.0,localPlanetOnly
Orbiter,c2o80,2080,Mars,500.0,45.0,0.0,180.0,0.0,337.5,localPlanetOnly
Orbiter,c2o81,2081,Mars,500.0,45.0,0.0,225.0,0.0,0.0,localPlanetOnly
Orbiter,c2o82,2082,Mars,500.0,45.0,0.0,225.0,0.0,22.5,localPlanetOnly
Orbiter,c2o83,2083,Mars,500.0,45.0,0.0,225.0,0.0,45.0,localPlanetOnly
Orbiter,c2o84,2084,Mars,500.0,45.0,0.0,225.0,0.0,67.5,localPlanetOnly
Orbiter,c2o85,2085,Mars,500.0,45.0,0.0,225.0,0.0,90.0,localPlanetOnly
Orbiter,c2o86,2086,Mars,500.0,45.0,0.0,225.0,0.0,112.5,localPlanetOnly
Orbiter,c2o87,2087,Mars,500.0,45.0,0.0,225.0,0.0,135.0,localPlanetOnly
Orbiter,c2o88,2088,Mars,500.0,45.0,0.0,225.0,0.0,157.5,localPlanetOnly
Orbiter,c2o89,2089,Mars,500.0,45.0,0.0,225.0,0.0,180.0,localPlanetOnly
Orbiter,c2o90,2090,Mars,500.0,45.0,0.0,225.0,0.0,202.5,localPlanetOnly
Orbiter,c2o91,2091,Mars,500.0,45.0,0.0,225.0,0.0,225.0,localPlanetOnly
Orbiter,c2o92,2092,Mars,500.0,45.0,0.0,225.0,0.0,247.5,localPlanetOnly
Orbiter,c2o93,2093,Mars,500.0,45.0,0.0,225.0,0.0,270.0,localPlanetOnly
Orbiter,c2o94,2094,Mars,500.0,45.0,0.0,225.0,0.0,292.5,localPlanetOnly
Orbiter,c2o95,2095,Mars,500.0,45.0,0.0,225.0,0.0,315.0,localPlanetOnly
Orbiter,c2o96,2096,Mars,500.0,45.0,0.0,225.0,0.0,337.5,localPlanetOnly
Orbiter,c2o97,2097,Mars,500.0,45.0,0.0,270.0,0.0,0.0,localPlanetOnly
Orbiter,c2o98,2098,Mars,500.0,45.0,0.0,270.0,0.0,22.5,localPlanetOnly
Orbiter,c2o99,2099,Mars,500.0,45.0,0.0,270.0,0.0,45.0,localPlanetOnly
Orbiter,c2o100,2100,Mars,500.0,45.0,0.0,270.0,0.0,67.5,localPlanetOnly
Orbiter,c2o101,2101,Mars,500.0,45.0,0.0,270.0,0.0,90.0,localPlanetOnly
Orbiter,c2o102,2102,Mars,500.0,45.0,0.0,270.0,0.0,112.5,localPlanetOnly
Orbiter,c2o103,2103,Mars,500.0,45.0,0.0,270.0,0.0,135.0,localPlanetOnly
Orbiter,c2o104,2104,Mars,500.0,45.0,0.0,270.0,0.0,157.5,localPlanetOnly
Orbiter,c2o105,2105,Mars,500.0,45.0,0.0,270.0,0.0,180.0,localPlanetOnly
Orbiter,c2o106,2106,Mars,500.0,45.0,0.0,270.0,0.0,202.5,localPlanetOnly
Orbiter,c2o107,2107,Mars,500.0,45.0,0.0,270.0,0.0,225.0,localPlanetOnly
Orbiter,c2o108,2108,Mars,500.0,45.0,0.0,270.0,0.0,247.5,localPlanetOnly
Orbiter,c2o109,2109,Mars,500.0,45.0,0.0,270.0,0.0,270.0,localPlanetOnly
Orbiter,c2o110,2110,Mars,500.0,45.0,0.0,270.0,0.0,292.5,localPlanetOnly
Orbiter,c2o111,2111,Mars,500.0,45.0,0.0,270.0,0.0,315.0,localPlanetOnly
Orbiter,c2o112,2112,Mars,500.0,45.0,0.0,270.0,0.0,337.5,localPlanetOnly
Orbiter,c2o113,2113,Mars,500.0,45.0,0.0,315.0,0.0,0.0,localPlanetOnly
Orbiter,c2o114,2114,Mars,500.0,45.0,0.0,315.0,0.0,22.5,localPlanetOnly
Orbiter,c2o115,2115,Mars,500.0,45.0,0.0,315.0,0.0,45.0,localPlanetOnly
Orbiter,c2o116,2116,Mars,500.0,45.0,0.0,315.0,0.0,67.5,localPlanetOnly
Orbiter,c2o117,2117,Mars,500.0,45.0,0.0,315.0,0.0,90.0,localPlanetOnly
Orbiter,c2o118,2118,Mars,500.0,45.0,0.0,315.0,0.0,112.5,localPlanetOnly
Orbiter,c2o119,2119,Mars,500.0,45.0,0.0,315.0,0.0,135.0,localPlanetOnly
Orbiter,c2o120,2120,Mars,500.0,45.0,0.0,315.0,0.0,157.5,localPlanetOnly
Orbiter,c2o121,2121,Mars,500.0,45.0,0.0,315.0,0.0,180.0,localPlanetOnly
Orbiter,c2o122,2122,Mars,500.0,45.0,0.0,315.0,0.0,202.5,localPlanetOnly
Orbiter,c2o123,2123,Mars,500.0,45.0,0.0,315.0,0.0,225.0,localPlanetOnly
Orbiter,c2o124,2124,Mars,500.0,45.0,0.0,315.0,0.0,247.5,localPlanetOnly
Orbiter,c2o125,2125,Mars,500.0,45.0,0.0,315.0,0.0,270.0,localPlanetOnly
Orbiter,c2o126,2126,Mars,500.0,45.0,0.0,315.0,0.0,292.5,localPlanetOnly
Orbiter,c2o127,2127,Mars,500.0,45.0,0.0,315.0,0.0,315.0,localPlanetOnly
Orbiter,c2o128,2128,Mars,500.0,45.0,0.0,315.0,0.0,337.5,localPlanetOnly
#Mars high orbit relay constellation
Orbiter,c3o1,3001,Mars,1500.0,90.0,0.0,0.0,0.0,0.0,
Orbiter,c3o2,3002,Mars,1500.0,90.0,0.0,0.0,0.0,90.0,
Orbiter,c3o3,3003,Mars,1500.0,90.0,0.0,0.0,0.0,180.0,
Orbiter,c3o4,3004,Mars,1500.0,90.0,0.0,0.0,0.0,270.0,
Orbiter,c3o5,3005,Mars,1500.0,90.0,0.0,90.0,0.0,0.0,
Orbiter,c3o6,3006,Mars,1500.0,90.0,0.0,90.0,0.0,90.0,
Orbiter,c3o7,3007,Mars,1500.0,90.0,0.0,90.0,0.0,180.0,
Orbiter,c3o8,3008,Mars,1500.0,90.0,0.0,90.0,0.0,270.0,
