#node_type,node_name,id,central_object,altitude,inclination,eccentricity,right_ascension_of_the_ascending_node,argument_of_perigee,mean_anomaly,rules
#Earth constellation
Orbiter,c2o19,2019,Mars,500.0,45.0,0.0,30.0,0.0,45.0,localPlanetOnly
Orbiter,c2o20,2020,Mars,500.0,45.0,0.0,30.0,0.0,67.5,localPlanetOnly
Orbiter,c2o21,2021,Mars,500.0,45.0,0.0,30.0,0.0,90.0,localPlanetOnly
Orbiter,c2o22,2022,Mars,500.0,45.0,0.0,30.0,0.0,112.5,localPlanetOnly
Orbiter,c2o23,2023,Mars,500.0,45.0,0.0,30.0,0.0,135.0,localPlanetOnly
Orbiter,c2o24,2024,Mars,500.0,45.0,0.0,30.0,0.0,157.5,localPlanetOnly
Orbiter,c2o25,2025,Mars,500.0,45.0,0.0,30.0,0.0,180.0,localPlanetOnly
Orbiter,c2o26,2026,Mars,500.0,45.0,0.0,30.0,0.0,202.5,localPlanetOnly
Orbiter,c2o27,2027,Mars,500.0,45.0,0.0,30.0,0.0,225.0,localPlanetOnly
Orbiter,c2o28,2028,Mars,500.0,45.0,0.0,30.0,0.0,247.5,localPlanetOnly
Orbiter,c2o29,2029,Mars,500.0,45.0,0.0,30.0,0.0,270.0,localPlanetOnly
Orbiter,c2o30,2030,Mars,500.0,45.0,0.0,30.0,0.0,292.5,localPlanetOnly
Orbiter,c2o31,2031,Mars,500.0,45.0,0.0,30.0,0.0,315.0,localPlanetOnly
Orbiter,c2o32,2032,Mars,500.0,45.0,0.0,30.0,0.0,337.5,localPlanetOnly
Orbiter,c2o33,2033,Mars,500.0,45.0,0.0,60.0,0.0,0.0,localPlanetOnly
Orbiter,c2o34,2034,Mars,500.0,45.0,0.0,60.0,0.0,22.5,localPlanetOnly
Orbiter,c2o35,2035,Mars,500.0,45.0,0.0,60.0,0.0,45.0,localPlanetOnly
Orbiter,c2o36,2036,Mars,500.0,45.0,0.0,60.0,0.0,67.5,localPlanetOnly
Orbiter,c2o37,2037,Mars,500.0,45.0,0.0,60.0,0.0,90.0,localPlanetOnly
Orbiter,c2o38,2038,Mars,500.0,45.0,0.0,60.0,0.0,112.5,localPlanetOnly
Orbiter,c2o39,2039,Mars,500.0,45.0,0.0,60.0,0.0,135.0,localPlanetOnly
Orbiter,c2o40,2040,Mars,500.0,45.0,0.0,60.0,0.0,157.5,localPlanetOnly
Orbiter,c2o41,2041,Mars,500.0,45.0,0.0,60.0,0.0,180.0,localPlanetOnly
Orbiter,c2o42,2042,Mars,500.0,45.0,0.0,60.0,0.0,202.5,localPlanetOnly
Orbiter,c2o43,2043,Mars,500.0,45.0,0.0,60.0,0.0,225.0,localPlanetOnly
Orbiter,c2o44,2044,Mars,500.0,45.0,0.0,60.0,0.0,247.5,localPlanetOnly
Orbiter,c2o45,2045,Mars,500.0,45.0,0.0,60.0,0.0,270.0,localPlanetOnly
Orbiter,c2o46,2046,Mars,500.0,45.0,0.0,60.0,0.0,292.5,localPlanetOnly
Orbiter,c2o47,2047,Mars,500.0,45.0,0.0,60.0,0.0,315.0,localPlanetOnly
Orbiter,c2o48,2048,Mars,500.0,45.0,0.0,60.0,0.0,337.5,localPlanetOnly
Orbiter,c2o49,2049,Mars,500.0,45.0,0.0,90.0,0.0,0.0,localPlanetOnly
Orbiter,c2o50,2050,Mars,500.0,45.0,0.0,90.0,0.0,22.5,localPlanetOnly
Orbiter,c2o51,2051,Mars,500.0,45.0,0.0,90.0,0.0,45.0,localPlanetOnly
Orbiter,c2o52,2052,Mars,500.0,45.0,0.0,90.0,0.0,67.5,localPlanetOnly
Orbiter,c2o53,2053,Mars,500.0,45.0,0.0,90.0,0.0,90.0,localPlanetOnly
Orbiter,c2o54,2054,Mars,500.0,45.0,0.0,90.0,0.0,112.5,localPlanetOnly
Orbiter,c2o55,2055,Mars,500.0,45.0,0.0,90.0,0.0,135.0,localPlanetOnly
Orbiter,c2o56,2056,Mars,500.0,45.0,0.0,90.0,0.0,157.5,localPlanetOnly
Orbiter,c2o57,2057,Mars,500.0,45.0,0.0,90.0,0.0,180.0,localPlanetOnly
Orbiter,c2o58,2058,Mars,500.0,45.0,0.0,90.0,0.0,202.5,localPlanetOnly
Orbiter,c2o59,2059,Mars,500.0,45.0,0.0,90.0,0.0,225.0,localPlanetOnly
Orbiter,c2o60,2060,Mars,500.0,45.0,0.0,90.0,0.0,247.5,localPlanetOnly
Orbiter,c2o61,2061,Mars,500.0,45.0,0.0,90.0,0.0,270.0,localPlanetOnly
Orbiter,c2o62,2062,Mars,500.0,45.0,0.0,90.0,0.0,292.5,localPlanetOnly
Orbiter,c2o63,2063,Mars,500.0,45.0,0.0,90.0,0.0,315.0,localPlanetOnly
Orbiter,c2o64,2064,Mars,500.0,45.0,0.0,90.0,0.0,337.5,localPlanetOnly
Orbiter,c2o65,2065,Mars,500.0,45.0,0.0,120.0,0.0,0.0,localPlanetOnly
Orbiter,c2o66,2066,Mars,500.0,45.0,0.0,120.0,0.0,22.5,localPlanetOnly
Orbiter,c2o67,2067,Mars,500.0,45.0,0.0,120.0,0.0,45.0,localPlanetOnly
Orbiter,c2o68,2068,Mars,500.0,45.0,0.0,120.0,0.0,67.5,localPlanetOnly
Orbiter,c2o69,2069,Mars,500.0,45.0,0.0,120.0,0.0,90.0,localPlanetOnly
Orbiter,c2o70,2070,Mars,500.0,45.0,0.0,120.0,0.0,112.5,localPlanetOnly
Orbiter,c2o71,2071,Mars,500.0,45.0,0.0,120.0,0.0,135.0,localPlanetOnly
Orbiter,c2o72,2072,Mars,500.0,45.0,0.0,120.0,0.0,157.5,localPlanetOnly
Orbiter,c2o73,2073,Mars,500.0,45.0,0.0,120.0,0.0,180.0,localPlanetOnly
Orbiter,c2o74,2074,Mars,500.0,45.0,0.0,120.0,0.0,202.5,localPlanetOnly
Orbiter,c2o75,2075,Mars,500.0,45.0,0.0,120.0,0.0,225.0,localPlanetOnly
Orbiter,c2o76,2076,Mars,500.0,45.0,0.0,120.0,0.0,247.5,localPlanetOnly
Orbiter,c2o77,2077,Mars,500.0,45.0,0.0,120.0,0.0,270.0,localPlanetOnly
Orbiter,c2o78,2078,Mars,500.0,45.0,0.0,120.0,0.0,292.5,localPlanetOnly
Orbiter,c2o79,2079,Mars,500.0,45.0,0.0,120.0,0.0,315.0,localPlanetOnly
Orbiter,c2o80,2080,Mars,500.0,45.0,0.0,120.0,0.0,337.5,localPlanetOnly
Orbiter,c2o81,2081,Mars,500.0,45.0,0.0,150.0,0.0,0.0,localPlanetOnly
Orbiter,c2o82,2082,Mars,500.0,45.0,0.0,150.0,0.0,22.5,localPlanetOnly
Orbiter,c2o83,2083,Mars,500.0,45.0,0.0,150.0,0.0,45.0,localPlanetOnly
Orbiter,c2o84,2084,Mars,500.0,45.0,0.0,150.0,0.0,67.5,localPlanetOnly
Orbiter,c2o85,2085,Mars,500.0,45.0,0.0,150.0,0.0,90.0,localPlanetOnly
Orbiter,c2o86,2086,Mars,500.0,45.0,0.0,150.0,0.0,112.5,localPlanetOnly
Orbiter,c2o87,2087,Mars,500.0,45.0,0.0,150.0,0.0,135.0,localPlanetOnly
Orbiter,c2o88,2088,Mars,500.0,45.0,0.0,150.0,0.0,157.5,localPlanetOnly
Orbiter,c2o89,2089,Mars,500.0,45.0,0.0,150.0,0.0,180.0,localPlanetOnly
Orbiter,c2o90,2090,Mars,500.0,45.0,0.0,150.0,0.0,202.5,localPlanetOnly
Orbiter,c2o91,2091,Mars,500.0,45.0,0.0,150.0,0.0,225.0,localPlanetOnly
Orbiter,c2o92,2092,Mars,500.0,45.0,0.0,150.0,0.0,247.5,localPlanetOnly
Orbiter,c2o93,2093,Mars,500.0,45.0,0.0,150.0,0.0,270.0,localPlanetOnly
Orbiter,c2o94,2094,Mars,500.0,45.0,0.0,150.0,0.0,292.5,localPlanetOnly
Orbiter,c2o95,2095,Mars,500.0,45.0,0.0,150.0,0.0,315.0,localPlanetOnly
Orbiter,c2o96,2096,Mars,500.0,45.0,0.0,150.0,0.0,337.5,localPlanetOnly
Orbiter,c2o97,2097,Mars,500.0,45.0,0.0,180.0,0.0,0.0,localPlanetOnly
Orbiter,c2o98,2098,Mars,500.0,45.0,0.0,180.0,0.0,22.5,localPlanetOnly
Orbiter,c2o99,2099,Mars,500.0,45.0,0.0,180.0,0.0,45.0,localPlanetOnly
Orbiter,c2o100,2100,Mars,500.0,45.0,0.0,180.0,0.0,67.5,localPlanetOnly
Orbiter,c2o101,2101,Mars,500.0,45.0,0.0,180.0,0.0,90.0,localPlanetOnly
Orbiter,c2o102,2102,Mars,500.0,45.0,0.0,180.0,0.0,112.5,localPlanetOnly
Orbiter,c2o103,2103,Mars,500.0,45.0,0.0,180.0,0.0,135.0,localPlanetOnly
Orbiter,c2o104,2104,Mars,500.0,45.0,0.0,180.0,0.0,157.5,localPlanetOnly
Orbiter,c2o105,2105,Mars,500.0,45.0,0.0,180.0,0.0,180.0,localPlanetOnly
Orbiter,c2o106,2106,Mars,500.0,45.0,0.0,180.0,0.0,202.5,localPlanetOnly
Orbiter,c2o107,2107,Mars,500.0,45.0,0.0,180.0,0.0,225.0,localPlanetOnly
Orbiter,c2o108,2108,Mars,500.0,45.0,0.0,180.0,0.0,247.5,localPlanetOnly
Orbiter,c2o109,2109,Mars,500.0,45.0,0.0,180.0,0.0,270.0,localPlanetOnly
Orbiter,c2o110,2110,Mars,500.0,45.0,0.0,180.0,0.0,292.5,localPlanetOnly
Orbiter,c2o111,2111,Mars,500.0,45.0,0.0,180.0,0.0,315.0,localPlanetOnly
Orbiter,c2o112,2112,Mars,500.0,45.0,0.0,180.0,0.0,337.5,localPlanetOnly
Orbiter,c2o113,2113,Mars,500.0,45.0,0.0,210.0,0.0,0.0,localPlanetOnly
Orbiter,c2o114,2114,Mars,500.0,45.0,0.0,210.0,0.0,22.5,localPlanetOnly
Orbiter,c2o115,2115,Mars,500.0,45.0,0.0,210.0,0.0,45.0,localPlanetOnly
Orbiter,c2o116,2116,Mars,500.0,45.0,0.0,210.0,0.0,67.5,localPlanetOnly
Orbiter,c2o117,2117,Mars,500.0,45.0,0.0,210.0,0.0,90.0,localPlanetOnly
Orbiter,c2o118,2118,Mars,500.0,45.0,0.0,210.0,0.0,112.5,localPlanetOnly
Orbiter,c2o119,2119,Mars,500.0,45.0,0.0,210.0,0.0,135.0,localPlanetOnly
Orbiter,c2o120,2120,Mars,500.0,45.0,0.0,210.0,0.0,157.5,localPlanetOnly
Orbiter,c2o121,2121,Mars,500.0,45.0,0.0,210.0,0.0,180.0,localPlanetOnly
Orbiter,c2o122,2122,Mars,500.0,45.0,0.0,210.0,0.0,202.5,localPlanetOnly
Orbiter,c2o123,2123,Mars,500.0,45.0,0.0,210.0,0.0,225.0,localPlanetOnly
Orbiter,c2o124,2124,Mars,500.0,45.0,0.0,210.0,0.0,247.5,localPlanetOnly
Orbiter,c2o125,2125,Mars,500.0,45.0,0.0,210.0,0.0,270.0,localPlanetOnly
Orbiter,c2o126,2126,Mars,500.0,45.0,0.0,210.0,0.0,292.5,localPlanetOnly
Orbiter,c2o127,2127,Mars,500.0,45.0,0.0,210.0,0.0,315.0,localPlanetOnly
Orbiter,c2o128,2128,Mars,500.0,45.0,0.0,210.0,0.0,337.5,localPlanetOnly
Orbiter,c2o129,2129,Mars,500.0,45.0,0.0,240.0,0.0,0.0,localPlanetOnly
Orbiter,c2o130,2130,Mars,500.0,45.0,0.0,240.0,0.0,22.5,localPlanetOnly
Orbiter,c2o131,2131,Mars,500.0,45.0,0.0,240.0,0.0,45.0,localPlanetOnly
Orbiter,c2o132,2132,Mars,500.0,45.0,0.0,240.0,0.0,67.5,localPlanetOnly
Orbiter,c2o133,2133,Mars,500.0,45.0,0.0,240.0,0.0,90.0,localPlanetOnly
Orbiter,c2o134,2134,Mars,500.0,45.0,0.0,240.0,0.0,112.5,localPlanetOnly
Orbiter,c2o135,2135,Mars,500.0,45.0,0.0,240.0,0.0,135.0,localPlanetOnly
Orbiter,c2o136,2136,Mars,500.0,45.0,0.0,240.0,0.0,157.5,localPlanetOnly
Orbiter,c2o137,2137,Mars,500.0,45.0,0.0,240.0,0.0,180.0,localPlanetOnly
Orbiter,c2o138,2138,Mars,500.0,45.0,0.0,240.0,0.0,202.5,localPlanetOnly
Orbiter,c2o139,2139,Mars,500.0,45.0,0.0,240.0,0.0,225.0,localPlanetOnly
Orbiter,c2o140,2140,Mars,500.0,45.0,0.0,240.0,0.0,247.5,localPlanetOnly
Orbiter,c2o141,2141,Mars,500.0,45.0,0.0,240.0,0.0,270.0,localPlanetOnly
Orbiter,c2o142,2142,Mars,500.0,45.0,0.0,240.0,0.0,292.5,localPlanetOnly
Orbiter,c2o143,2143,Mars,500.0,45.0,0.0,240.0,0.0,315.0,localPlanetOnly
Orbiter,c2o144,2144,Mars,500.0,45.0,0.0,240.0,0.0,337.5,localPlanetOnly
Orbiter,c2o145,2145,Mars,500.0,45.0,0.0,270.0,0.0,0.0,localPlanetOnly
Orbiter,c2o146,2146,Mars,500.0,45.0,0.0,270.0,0.0,22.5,localPlanetOnly
Orbiter,c2o147,2147,Mars,500.0,45.0,0.0,270.0,0.0,45.0,localPlanetOnly
Orbiter,c2o148,2148,Mars,500.0,45.0,0.0,270.0,0.0,67.5,localPlanetOnly
Orbiter,c2o149,2149,Mars,500.0,45.0,0.0,270.0,0.0,90.0,localPlanetOnly
Orbiter,c2o150,2150,Mars,500.0,45.0,0.0,270.0,0.0,112.5,localPlanetOnly
Orbiter,c2o151,2151,Mars,500.0,45.0,0.0,270.0,0.0,135.0,localPlanetOnly
Orbiter,c2o152,2152,Mars,500.0,45.0,0.0,270.0,0.0,157.5,localPlanetOnly
Orbiter,c2o153,2153,Mars,500.0,45.0,0.0,270.0,0.0,180.0,localPlanetOnly
Orbiter,c2o154,2154,Mars,500.0,45.0,0.0,270.0,0.0,202.5,localPlanetOnly
Orbiter,c2o155,2155,Mars,500.0,45.0,0.0,270.0,0.0,225.0,localPlanetOnly
Orbiter,c2o156,2156,Mars,500.0,45.0,0.0,270.0,0.0,247.5,localPlanetOnly
Orbiter,c2o157,2157,Mars,500.0,45.0,0.0,270.0,0.0,270.0,localPlanetOnly
Orbiter,c2o158,2158,Mars,500.0,45.0,0.0,270.0,0.0,292.5,localPlanetOnly
Orbiter,c2o159,2159,Mars,500.0,45.0,0.0,270.0,0.0,315.0,localPlanetOnly
Orbiter,c2o160,2160,Mars,500.0,45.0,0.0,270.0,0.0,337.5,localPlanetOnly
Orbiter,c2o161,2161,Mars,500.0,45.0,0.0,300.0,0.0,0.0,localPlanetOnly
Orbiter,c2o162,2162,Mars,500.0,45.0,0.0,300.0,0.0,22.5,localPlanetOnly
Orbiter,c2o163,2163,Mars,500.0,45.0,0.0,300.0,0.0,45.0,localPlanetOnly
Orbiter,c2o164,2164,Mars,500.0,45.0,0.0,300.0,0.0,67.5,localPlanetOnly
Orbiter,c2o165,2165,Mars,500.0,45.0,0.0,300.0,0.0,90.0,localPlanetOnly
Orbiter,c2o166,2166,Mars,500.0,45.0,0.0,300.0,0.0,112.5,localPlanetOnly
Orbiter,c2o167,2167,Mars,500.0,45.0,0.0,300.0,0.0,135.0,localPlanetOnly
Orbiter,c2o168,2168,Mars,500.0,45.0,0.0,300.0,0.0,157.5,localPlanetOnly
Orbiter,c2o169,2169,Mars,500.0,45.0,0.0,300.0,0.0,180.0,localPlanetOnly
Orbiter,c2o170,2170,Mars,500.0,45.0,0.0,300.0,0.0,202.5,localPlanetOnly
Orbiter,c2o171,2171,Mars,500.0,45.0,0.0,300.0,0.0,225.0,localPlanetOnly
Orbiter,c2o172,2172,Mars,500.0,45.0,0.0,300.0,0.0,247.5,localPlanetOnly
Orbiter,c2o173,2173,Mars,500.0,45.0,0.0,300.0,0.0,270.0,localPlanetOnly
Orbiter,c2o174,2174,Mars,500.0,45.0,0.0,300.0,0.0,292.5,localPlanetOnly
Orbiter,c2o175,2175,Mars,500.0,45.0,0.0,300.0,0.0,315.0,localPlanetOnly
Orbiter,c2o176,2176,Mars,500.0,45.0,0.0,300.0,0.0,337.5,localPlanetOnly
Orbiter,c2o177,2177,Mars,500.0,45.0,0.0,330.0,0.0,0.0,localPlanetOnly
Orbiter,c2o178,2178,Mars,500.0,45.0,0.0,330.0,0.0,22.5,localPlanetOnly
Orbiter,c2o179,2179,Mars,500.0,45.0,0.0,330.0,0.0,45.0,localPlanetOnly
Orbiter,c2o180,2180,Mars,500.0,45.0,0.0,330.0,0.0,67.5,localPlanetOnly
Orbiter,c2o181,2181,Mars,500.0,45.0,0.0,330.0,0.0,90.0,localPlanetOnly
Orbiter,c2o182,2182,Mars,500.0,45.0,0.0,330.0,0.0,112.5,localPlanetOnly
Orbiter,c2o183,2183,Mars,500.0,45.0,0.0,330.0,0.0,135.0,localPlanetOnly
Orbiter,c2o184,2184,Mars,500.0,45.0,0.0,330.0,0.0,157.5,localPlanetOnly
Orbiter,c2o185,2185,Mars,500.0,45.0,0.0,330.0,0.0,180.0,localPlanetOnly
Orbiter,c2o186,2186,Mars,500.0,45.0,0.0,330.0,0.0,202.5,localPlanetOnly
Orbiter,c2o187,2187,Mars,500.0,45.0,0.0,330.0,0.0,225.0,localPlanetOnly
Orbiter,c2o188,2188,Mars,500.0,45.0,0.0,330.0,0.0,247.5,localPlanetOnly
Orbiter,c2o189,2189,Mars,500.0,45.0,0.0,330.0,0.0,270.0,localPlanetOnly
Orbiter,c2o190,2190,Mars,500.0,45.0,0.0,330.0,0.0,292.5,localPlanetOnly
Orbiter,c2o191,2191,Mars,500.0,45.0,0.0,330.0,0.0,315.0,localPlanetOnly
Orbiter,c2o192,2192,Mars,500.0,45.0,0.0,330.0,0.0,337.5,localPlanetOnly
#Mars high orbit relay constellation
Orbiter,c3o1,3001,Mars,1500.0,90.0,0.0,0.0,0.0,0.0,
Orbiter,c3o2,3002,Mars,1500.0,90.0,0.0,0.0,0.0,90.0,
Orbiter,c3o3,3003,Mars,1500.0,90.0,0.0,0.0,0.0,180.0,
Orbiter,c3o4,3004,Mars,1500.0,90.0,0.0,0.0,0.0,270.0,
Orbiter,c3o5,3005,Mars,1500.0,90.0,0.0,45.0,0.0,0.0,
Orbiter,c3o6,3006,Mars,1500.0,90.0,0.0,45.0,0.0,90.0,
Orbiter,c3o7,3007,Mars,1500.0,90.0,0.0,45.0,0.0,180.0,
Orbiter,c3o8,3008,Mars,1500.0,90.0,0.0,45.0,0.0,270.0,
Orbiter,c3o9,3009,Mars,1500.0,90.0,0.0,90.0,0.0,0.0,
Orbiter,c3o10,3010,Mars,1500.0,90.0,0.0,90.0,0.0,90.0,
Orbiter,c3o11,3011,Mars,1500.0,90.0,0.0,90.0,0.0,180.0,
Orbiter,c3o12,3012,Mars,1500.0,90.0,0.0,90.0,0.0,270.0,
Orbiter,c3o13,3013,Mars,1500.0,90.0,0.0,135.0,0.0,0.0,
Orbiter,c3o14,3014,Mars,1500.0,90.0,0.0,135.0,0.0,90.0,
Orbiter,c3o15,3015,Mars,1500.0,90.0,0.0,135.0,0.0,180.0,
Orbiter,c3o16,3016,Mars,1500.0,90.0,0.0,135.0,0.0,270.0,
