#node_type,node_name,id,central_object,altitude,inclination,eccentricity,right_ascension_of_the_ascending_node,argument_of_perigee,mean_anomaly,rules
#Earth constellation
Orbiter,c2o19,2019,Moon,500.0,45.0,0.0,45.0,0.0,45.0,localPlanetOnly
Orbiter,c2o20,2020,Moon,500.0,45.0,0.0,45.0,0.0,67.5,localPlanetOnly
Orbiter,c2o21,2021,Moon,500.0,45.0,0.0,45.0,0.0,90.0,localPlanetOnly
Orbiter,c2o22,2022,Moon,500.0,45.0,0.0,45.0,0.0,112.5,localPlanetOnly
Orbiter,c2o23,2023,Moon,500.0,45.0,0.0,45.0,0.0,135.0,localPlanetOnly
Orbiter,c2o24,2024,Moon,500.0,45.0,0.0,45.0,0.0,157.5,localPlanetOnly
Orbiter,c2o25,2025,Moon,500.0,45.0,0.0,45.0,0.0,180.0,localPlanetOnly
Orbiter,c2o26,2026,Moon,500.0,45.0,0.0,45.0,0.0,202.5,localPlanetOnly
Orbiter,c2o27,2027,Moon,500.0,45.0,0.0,45.0,0.0,225.0,localPlanetOnly
Orbiter,c2o28,2028,Moon,500.0,45.0,0.0,45.0,0.0,247.5,localPlanetOnly
Orbiter,c2o29,2029,Moon,500.0,45.0,0.0,45.0,0.0,270.0,localPlanetOnly
Orbiter,c2o30,2030,Moon,500.0,45.0,0.0,45.0,0.0,292.5,localPlanetOnly
Orbiter,c2o31,2031,Moon,500.0,45.0,0.0,45.0,0.0,315.0,localPlanetOnly
Orbiter,c2o32,2032,Moon,500.0,45.0,0.0,45.0,0.0,337.5,localPlanetOnly
Orbiter,c2o33,2033,Moon,500.0,45.0,0.0,90.0,0.0,0.0,localPlanetOnly
Orbiter,c2o34,2034,Moon,500.0,45.0,0.0,90.0,0.0,22.5,localPlanetOnly
Orbiter,c2o35,2035,Moon,500.0,45.0,0.0,90.0,0.0,45.0,localPlanetOnly
Orbiter,c2o36,2036,Moon,500.0,45.0,0.0,90.0,0.0,67.5,localPlanetOnly
Orbiter,c2o37,2037,Moon,500.0,45.0,0.0,90.0,0.0,90.0,localPlanetOnly
Orbiter,c2o38,2038,Moon,500.0,45.0,0.0,90.0,0.0,112.5,localPlanetOnly
Orbiter,c2o39,2039,Moon,500.0,45.0,0.0,90.0,0.0,135.0,localPlanetOnly
Orbiter,c2o40,2040,Moon,500.0,45.0,0.0,90.0,0.0,157.5,localPlanetOnly
Orbiter,c2o41,2041,Moon,500.0,45.0,0.0,90.0,0.0,180.0,localPlanetOnly
Orbiter,c2o42,2042,Moon,500.0,45.0,0.0,90.0,0.0,202.5,localPlanetOnly
Orbiter,c2o43,2043,Moon,500.0,45.0,0.0,90.0,0.0,225.0,localPlanetOnly
Orbiter,c2o44,2044,Moon,500.0,45.0,0.0,90.0,0.0,247.5,localPlanetOnly
Orbiter,c2o45,2045,Moon,500.0,45.0,0.0,90.0,0.0,270.0,localPlanetOnly
Orbiter,c2o46,2046,Moon,500.0,45.0,0.0,90.0,0.0,292.5,localPlanetOnly
Orbiter,c2o47,2047,Moon,500.0,45.0,0.0,90.0,0.0,315.0,localPlanetOnly
Orbiter,c2o48,2048,Moon,500.0,45.0,0.0,90.0,0.0,337.5,localPlanetOnly
Orbiter,c2o49,2049,Moon,500.0,45.0,0.0,135.0,0.0,0.0,localPlanetOnly
Orbiter,c2o50,2050,Moon,500.0,45.0,0.0,135.0,0.0,22.5,localPlanetOnly
Orbiter,c2o51,2051,Moon,500.0,45.0,0.0,135.0,0.0,45.0,localPlanetOnly
Orbiter,c2o52,2052,Moon,500.0,45.0,0.0,135.0,0.0,67.5,localPlanetOnly
Orbiter,c2o53,2053,Moon,500.0,45.0,0.0,135.0,0.0,90.0,localPlanetOnly
Orbiter,c2o54,2054,Moon,500.0,45.0,0.0,135.0,0.0,112.5,localPlanetOnly
Orbiter,c2o55,2055,Moon,500.0,45.0,0.0,135.0,0.0,135.0,localPlanetOnly
Orbiter,c2o56,2056,Moon,500.0,45.0,0.0,135.0,0.0,157.5,localPlanetOnly
Orbiter,c2o57,2057,Moon,500.0,45.0,0.0,135.0,0.0,180.0,localPlanetOnly
Orbiter,c2o58,2058,Moon,500.0,45.0,0.0,135.0,0.0,202.5,localPlanetOnly
Orbiter,c2o59,2059,Moon,500.0,45.0,0.0,135.0,0.0,225.0,localPlanetOnly
Orbiter,c2o60,2060,Moon,500.0,45.0,0.0,135.0,0.0,247.5,localPlanetOnly
Orbiter,c2o61,2061,Moon,500.0,45.0,0.0,135.0,0.0,270.0,localPlanetOnly
Orbiter,c2o62,2062,Moon,500.0,45.0,0.0,135.0,0.0,292.5,localPlanetOnly
Orbiter,c2o63,2063,Moon,500.0,45.0,0.0,135.0,0.0,315.0,localPlanetOnly
Orbiter,c2o64,2064,Moon,500.0,45.0,0.0,135.0,0.0,337.5,localPlanetOnly
Orbiter,c2o65,2065,Moon,500.0,45.0,0.0,180.0,0.0,0.0,localPlanetOnly
Orbiter,c2o66,2066,Moon,500.0,45.0,0.0,180.0,0.0,22.5,localPlanetOnly
Orbiter,c2o67,2067,Moon,500.0,45.0,0.0,180.0,0.0,45.0,localPlanetOnly
Orbiter,c2o68,2068,Moon,500.0,45.0,0.0,180.0,0.0,67.5,localPlanetOnly
Orbiter,c2o69,2069,Moon,500.0,45.0,0.0,180.0,0.0,90.0,localPlanetOnly
Orbiter,c2o70,2070,Moon,500.0,45.0,0.0,180.0,0.0,112.5,localPlanetOnly
Orbiter,c2o71,2071,Moon,500.0,45.0,0.0,180.0,0.0,135.0,localPlanetOnly
Orbiter,c2o72,2072,Moon,500.0,45.0,0.0,180.0,0.0,157.5,localPlanetOnly
Orbiter,c2o73,2073,Moon,500.0,45.0,0.0,180.0,0.0,180.0,localPlanetOnly
Orbiter,c2o74,2074,Moon,500.0,45.0,0.0,180.0,0.0,202.5,localPlanetOnly
Orbiter,c2o75,2075,Moon,500.0,45.0,0.0,180.0,0.0,225.0,localPlanetOnly
Orbiter,c2o76,2076,Moon,500.0,45.0,0.0,180.0,0.0,247.5,localPlanetOnly
Orbiter,c2o77,2077,Moon,500.0,45.0,0.0,180.0,0.0,270.0,localPlanetOnly
Orbiter,c2o78,2078,Moon,500.0,45.0,0.0,180.0,0.0,292.5,localPlanetOnly
Orbiter,c2o79,2079,Moon,500.0,45.0,0.0,180.0,0.0,315.0,localPlanetOnly
Orbiter,c2o80,2080,Moon,500.0,45.0,0.0,180.0,0.0,337.5,localPlanetOnly
Orbiter,c2o81,2081,Moon,500.0,45.0,0.0,225.0,0.0,0.0,localPlanetOnly
Orbiter,c2o82,2082,Moon,500.0,45.0,0.0,225.0,0.0,22.5,localPlanetOnly
Orbiter,c2o83,2083,Moon,500.0,45.0,0.0,225.0,0.0,45.0,localPlanetOnly
Orbiter,c2o84,2084,Moon,500.0,45.0,0.0,225.0,0.0,67.5,localPlanetOnly
Orbiter,c2o85,2085,Moon,500.0,45.0,0.0,225.0,0.0,90.0,localPlanetOnly
Orbiter,c2o86,2086,Moon,500.0,45.0,0.0,225.0,0.0,112.5,localPlanetOnly
Orbiter,c2o87,2087,Moon,500.0,45.0,0.0,225.0,0.0,135.0,localPlanetOnly
Orbiter,c2o88,2088,Moon,500.0,45.0,0.0,225.0,0.0,157.5,localPlanetOnly
Orbiter,c2o89,2089,Moon,500.0,45.0,0.0,225.0,0.0,180.0,localPlanetOnly
Orbiter,c2o90,2090,Moon,500.0,45.0,0.0,225.0,0.0,202.5,localPlanetOnly
Orbiter,c2o91,2091,Moon,500.0,45.0,0.0,225.0,0.0,225.0,localPlanetOnly
Orbiter,c2o92,2092,Moon,500.0,45.0,0.0,225.0,0.0,247.5,localPlanetOnly
Orbiter,c2o93,2093,Moon,500.0,45.0,0.0,225.0,0.0,270.0,localPlanetOnly
Orbiter,c2o94,2094,Moon,500.0,45.0,0.0,225.0,0.0,292.5,localPlanetOnly
Orbiter,c2o95,2095,Moon,500.0,45.0,0.0,225.0,0.0,315.0,localPlanetOnly
Orbiter,c2o96,2096,Moon,500.0,45.0,0.0,225.0,0.0,337.5,localPlanetOnly
Orbiter,c2o97,2097,Moon,500.0,45.0,0.0,270.0,0.0,0.0,localPlanetOnly
Orbiter,c2o98,2098,Moon,500.0,45.0,0.0,270.0,0.0,22.5,localPlanetOnly
Orbiter,c2o99,2099,Moon,500.0,45.0,0.0,270.0,0.0,45.0,localPlanetOnly
Orbiter,c2o100,2100,Moon,500.0,45.0,0.0,270.0,0.0,67.5,localPlanetOnly
Orbiter,c2o101,2101,Moon,500.0,45.0,0.0,270.0,0.0,90.0,localPlanetOnly
Orbiter,c2o102,2102,Moon,500.0,45.0,0.0,270.0,0.0,112.5,localPlanetOnly
Orbiter,c2o103,2103,Moon,500.0,45.0,0.0,270.0,0.0,135.0,localPlanetOnly
Orbiter,c2o104,2104,Moon,500.0,45.0,0.0,270.0,0.0,157.5,localPlanetOnly
Orbiter,c2o105,2105,Moon,500.0,45.0,0.0,270.0,0.0,180.0,localPlanetOnly
Orbiter,c2o106,2106,Moon,500.0,45.0,0.0,270.0,0.0,202.5,localPlanetOnly
Orbiter,c2o107,2107,Moon,500.0,45.0,0.0,270.0,0.0,225.0,localPlanetOnly
Orbiter,c2o108,2108,Moon,500.0,45.0,0.0,270.0,0.0,247.5,localPlanetOnly
Orbiter,c2o109,2109,Moon,500.0,45.0,0.0,270.0,0.0,270.0,localPlanetOnly
Orbiter,c2o110,2110,Moon,500.0,45.0,0.0,270.0,0.0,292.5,localPlanetOnly
Orbiter,c2o111,2111,Moon,500.0,45.0,0.0,270.0,0.0,315.0,localPlanetOnly
Orbiter,c2o112,2112,Moon,500.0,45.0,0.0,270.0,0.0,337.5,localPlanetOnly
Orbiter,c2o113,2113,Moon,500.0,45.0,0.0,315.0,0.0,0.0,localPlanetOnly
Orbiter,c2o114,2114,Moon,500.0,45.0,0.0,315.0,0.0,22.5,localPlanetOnly
Orbiter,c2o115,2115,Moon,500.0,45.0,0.0,315.0,0.0,45.0,localPlanetOnly
Orbiter,c2o116,2116,Moon,500.0,45.0,0.0,315.0,0.0,67.5,localPlanetOnly
Orbiter,c2o117,2117,Moon,500.0,45.0,0.0,315.0,0.0,90.0,localPlanetOnly
Orbiter,c2o118,2118,Moon,500.0,45.0,0.0,315.0,0.0,112.5,localPlanetOnly
Orbiter,c2o119,2119,Moon,500.0,45.0,0.0,315.0,0.0,135.0,localPlanetOnly
Orbiter,c2o120,2120,Moon,500.0,45.0,0.0,315.0,0.0,157.5,localPlanetOnly
Orbiter,c2o121,2121,Moon,500.0,45.0,0.0,315.0,0.0,180.0,localPlanetOnly
Orbiter,c2o122,2122,Moon,500.0,45.0,0.0,315.0,0.0,202.5,localPlanetOnly
Orbiter,c2o123,2123,Moon,500.0,45.0,0.0,315.0,0.0,225.0,localPlanetOnly
Orbiter,c2o124,2124,Moon,500.0,45.0,0.0,315.0,0.0,247.5,localPlanetOnly
Orbiter,c2o125,2125,Moon,500.0,45.0,0.0,315.0,0.0,270.0,localPlanetOnly
Orbiter,c2o126,2126,Moon,500.0,45.0,0.0,315.0,0.0,292.5,localPlanetOnly
Orbiter,c2o127,2127,Moon,500.0,45.0,0.0,315.0,0.0,315.0,localPlanetOnly
Orbiter,c2o128,2128,Moon,500.0,45.0,0.0,315.0,0.0,337.5,localPlanetOnly
#Moon high orbit relay constellation
Orbiter,c3o1,3001,Moon,1500.0,90.0,0.0,0.0,0.0,0.0,
Orbiter,c3o2,3002,Moon,1500.0,90.0,0.0,0.0,0.0,90.0,
Orbiter,c3o3,3003,Moon,1500.0,90.0,0.0,0.0,0.0,180.0,
Orbiter,c3o4,3004,Moon,1500.0,90.0,0.0,0.0,0.0,270.0,
Orbiter,c3o5,3005,Moon,1500.0,90.0,0.0,90.0,0.0,0.0,
Orbiter,c3o6,3006,Moon,1500.0,90.0,0.0,90.0,0.0,90.0,
Orbiter,c3o7,3007,Moon,1500.0,90.0,0.0,90.0,0.0,180.0,
Orbiter,c3o8,3008,Moon,1500.0,90.0,0.0,90.0,0.0,270.0,
